line_id,line_name,ip,status,response_time,message,checked_at
22,"Vincom Star city",222.252.16.32,up,66.726,OK,"2026-04-05 23:47:52"
22,"Vincom Star city",222.252.16.32,up,40.371,OK,"2026-04-05 23:48:35"
