line_id,line_name,ip,status,response_time,message,checked_at
29,"Lý Chính Thắng",203.210.144.132,up,18.874,OK,"2026-04-05 23:47:40"
29,"Lý Chính Thắng",203.210.144.132,up,15.191,OK,"2026-04-05 23:48:22"
