line_id,line_name,ip,status,response_time,message,checked_at
20,"Phan Xích Long",113.161.77.248,up,36.936,OK,"2026-04-05 23:47:46"
20,"Phan Xích Long",113.161.77.248,up,21.241,OK,"2026-04-05 23:48:29"
