line_id,line_name,ip,status,response_time,message,checked_at
24,"Landmark 72",113.190.253.248,up,81.913,OK,"2026-04-05 23:47:51"
24,"Landmark 72",113.190.253.248,up,51.625,OK,"2026-04-05 23:48:33"
