line_id,line_name,ip,status,response_time,message,checked_at
19,"Lotte Nam Saigon",113.161.78.249,up,35.383,OK,"2026-04-05 23:47:49"
19,"Lotte Nam Saigon",113.161.78.249,up,16.23,OK,"2026-04-05 23:48:32"
