line_id,line_name,ip,status,response_time,message,checked_at
30,"Phan Xích Long",14.224.167.134,up,31.771,OK,"2026-04-05 23:47:41"
30,"Phan Xích Long",14.224.167.134,up,18.97,OK,"2026-04-05 23:48:23"
